Sentence,Emotion
thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,0
chịu hay không không quan trọng   quan trọng là không có ai lấy,-1
có hay không là ở nơi ta   đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời,0
ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,-1
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,-1
không thuộc kịch bản chuẩn mẹ rồi,0
khi đời quá mệt mỏi . đi tìm 1 chút drama,0
chỉ là nóng quá tắm cho mát thôi mà,0
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người,1
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,1
trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm,-1
yêu nhau lắm cắn nhau đau   tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy,-1
mày đấy   đừng làm tao đau đầu thêm,-1
thật không thể tin được,1
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,-1
truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn,1
nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,0
ổng đang chán ai tán yêuc luôn 😂😂,1
camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,-1
các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ   ghét nhau lắm có yêu thương gì đâu 😆😁😁😁,1
cưng vậy trời   anh cho em xin ảnh nha ạ,1
bà này đéo gặp mình nhỉ   đọ luôn,0
tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa   tạo hóa ghẻ lạnh . chán đời :))))),-1
biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn,-1
thông minh :v,1
bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,-1
ôi đời vẫn là chịu không nỗi đời mà   chán,-1
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),1
per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),-1
nên nhớ chẳng có cơn giận nào chẳng bùng nỗ   chỉ là nó đang bị nén lại .,0
bạn này không biết cách dọn phòng rồi   phải áp dụng hóa học vào đây nhé   mút sẽ bị tan chảy khi tẩm xăng vào   cho nên bạn cần phải đổ xăng vào mút   việc tiếp theo là ta cần 1 ngọn lửa,-1
người yêu tao bỏ tao rồi :(,-1
giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),1
đâu phải ai muốn thích tao cũng được đâu,1
hạnh phúc thật :)),1
bọn này lại muốn nổi rồi !,0
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,0
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,0
ủa chuyển biến bất ngờ vậy,1
quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa   véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc,-1
dume đáng yêu vãi để tao vào chăm mày,0
nghe tiếng ăn tợp tợp ám ảnh quá,-1
thử im lặng xem như nào,0
thôi mình nói đùa đấy :(,-1
ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à,-1
bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,1
hôm bữa 2 bình siro dâu thấy tiếc   nay bình mật ong còn tiếc hơn,-1
không làm gì cũng thành fan cứng là sao ?,1
đoạn nộp bài kiểm tra mới tức cười ông thầy :)),1
má   1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày,0
có ai xem xong không sợ với không giật mình như tao không @@,1
per wow,1
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,-1
gần có tiền để mua,0
dễ thở hơn so với đề văn sáng nay 😂😂😂,1
tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp,0
""" tụi mình tuy không yêu nhau hai lần   nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """,1
ko phải để xé giấy ak ?,1
chúc mừng,1
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,-1
xem ra giá cả và chất lượng mà không oke thì không ổn ...,0
ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,-1
có chuyện gì thê bố . bố đừng làm con sợ :((,-1
lêu lêu mày :)) đồ con chó không có mẹ ẳm :)),-1
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),0
bộ phim đáng xem đó mấy man,1
per quan trọng là phải có hội nói sấu sếp :v,0
bà nuốt quả chuối tao cười tao ẻ,1
��😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,-1
tao đa khóc khi xem phim này 😭😭😭😭😭,-1
con mong bác dù nghèo nhưng sống luôn luôn vv   chúc bác 1 đời bình an,1
thương nhau còn chả hết dỗi nhau làm chi 😂,1
đéo bao giờ luôn :),-1
"câu này lên "" nhanh như chớp "" được nờ 🤣",1
ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,-1
yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,-1
ngứa mắt lắm à nhen,-1
phìm này rất rất hay đôi với ai sống hướng nội !,1
e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,-1
đây là kiểu tự tay bóp dái nè,0
tận cùng của tan vỡ ah có biết là gì không ?,-1
gặp tao thì tao khinh,-1
năm ngoái lấy ghế ra ngồi rồi   năm nay lấy xe chạy ra đường để nhìn cho rõ,0
quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,0
per hay đó bro   trừ điểm bro chưa bao ăn :)) - 10,-1
mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .,-1
moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu,-1
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,0
toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,-1
buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,-1
per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,0
"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ...",-1
chán đời các thanh niên   dơ nhục chứ hay ho đéo gì,-1
nhìn 1 hồi thấy quen quen   ai ngờ đúng thật :))))))),1
những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên   và làm ngược lại ắt thành công ????,1
lại cho lên chơi với các cụ 😌😌😌,0
không muốn yêu ai cả,-1
bộ cuối nhìn đau lòng thật :(,-1
động lực của phan con gái,1
đẹp không,0
ý nghĩa và đáng suy ngẫm thật,1
chó đã biết chê cứt,-1
sợ vãi linh hồn 😞,-1
đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂,1
đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài,1
cái ông aamir khan đóng phim nao cũng hay và ý nghia het,1
rồi chưng ngắn như tao sao nhảy qua 😿,-1
rốt cục sao chúng nó mò về tận nhà bạn nhỉ   kinh vãi,-1
vỉa hè rộng thênh thang mà nhỉ,0
bếp dầu ngày xưa thật ý nghĩa,1
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,-1
giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃,1
nhìn ghét nhỉ :)),-1
tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((,-1
em ấy còn cười được chứng tỏ em rất mạnh mẽ,1
lấy rơm nấu cơm và cái kết,0
có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :))),-1
hư hỏg cả thế hệ,-1
cảm ơn . anh .,1
mất tiền khôn cũng đáng mà .,1
thương vãi   yêu vãi 😍😍😍 tao cũng thèm có em,1
per nơi tình yêu bắt đầu kìa bao nhiêu,0
đúng cát bà rồiii ~,1
có ai nhìn thấy giun đang bò trong ảnh không   sợ vãi,-1
tao đau lòng quá,-1
ồ ra thế . tớ sẽ lưu ý :)) mong sẽ có cơ hội sờ nó . nhìn như cục bông í uwu,1
xem giải trí thật,1
giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,1
đã ngu lại con tỏ ra nguy hiểm .,-1
giống tao . nhưng cô ấy có hiểu đâu,-1
uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá,1
nhà tao có nhưng nó rỉ sét hết rồi :((,-1
người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .,-1
hồi bé bị ghiền mùi này :)))),1
lạy ông nào nghĩ ra kịch này !!!,1
thấy tội nó ghê ????,-1
thiệt là cao minh   hahaaa,1
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,0
tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,0
dĩa bay . trả lại để tôi về,0
per cố gắng lên nha anh   mọi điều tốt đep đang chờ anh 💓💓,1
per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞,-1
ỏ đáng yêu =))),1
hết hồn . sợ quá nhỉ . nhạt !,-1
chắc phát khóc mất 😭,-1
những người thương tôi không phải buồn vì tôi mà là tự hào vì tôi,1
10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng   cả một nền kinh tế nói chung     ,-1
cười ỉa thánh nào làm video này,1
bài này quen quen,0
rất nguy hiểm,-1
nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?,-1
tội quá . thương em,-1
mập mà xinh nó sẽ khác mập và xấu - _ -,-1
đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,0
mỗi mùa trung thu đến nhìn người ta mua bánh tặng nhau mình lại thấy chạnh lòng ! 😞,-1
khác xưa thật mà,0
khá quá nhể :))),1
t thề mỗi lần dọn phòng sn này thì banh kem   pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên,-1
toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao,-1
bỏ qua mấy dòg chữ   nhìn khuôn mặt con bé không thể nhịn cười per :)),1
bọn này đóng điện cho nó đi luôn   giữ làm gì cho chật đất,-1
tui còn chưa biết sì phố là gì . ổng biết luôn á trời,1
hàng cổ rồi anh ơi,0
a cũng ở trong đây à,1
đổi cả cuộc đời giống người tàn tật để được cái video này .,-1
yêu quá hóa điên 🤣,1
per tao đã khuyên mày rồi mà không nghe   làm màu chi mà tặng hộp quà cho bự để người ta dọn cực khổ đến nỗi đăng lên mxh kìa 😩,-1
chọn thằng nào không quan trọng   vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo tưởng =)),-1
buổi tối vui vẻ và ấm áp nhé đại kỷ nguyên ! tương tác cho hằng khỏi trôi bài nhé !,1
tụi nhỏ dễ thương quá,1
vậy mình xin chúc đk n năm tới không còn cô đơn nữa nha kkkkklk,1
toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào,-1
ngày hôm ấy tuyệt đẹp nhưng lại đượm một nỗi buồn ngày mai thôi chg được gặp thầy cô bb lũ chúng tôi khép cánh cửa ấy lại nhìn lại toàn bộ khung cảnh ôi thân thương biết mấy cảnh vật quen thuộc sẽ không được trông thấy nữa,-1
nhỏ mà mất nết,-1
200 triệu này lấy từ nguồn ngân sách nào để bồi thường ? hay cứ lấy từ từng đồng tiền thuế của người dân để sửa sai lầm cho 1 cá nhân hay một đơn vị tư pháp ?,-1
thằng này bị điên chuẩn mẹ rồi,-1
đúng là nói thì dễ hành động không bao giờ làm được ))),-1
nhà nước pháp luật việt nam lên tiếng hộ em nó cái,0
theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . m hỏi vậy là mày được lựa chọn mà . đấy là cách tốt nhất cho người hám tiền như mày,0
nghe nói 2020 hơn 4tr đàn ông sẽ ế vợ . mình chỉ việc chờ thêm 1 năm nữa thôi là đăng tin tuyển chồng 😂😂,1
đại học vui lắm cậu :)) weeee,1
chú em còn non quá   kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k   không đưa thì kêu bảo vệ không cho lấy xe   đó quy định hầu hết các quán karaok   trường hợp phụ thu là mang đồ ăn ngoài vào   ói trong phòng   và đỗ bia nước ngọt   xả rát kiểu như trong video,-1
